c_eps,regime,method,Gamma,X,pi_treat_avg
1.5,cap,IPW-O-W,5,0.6667,0.804
1.5,cap,IPW-O-W,5,1.0,0.9876
1.5,cap,IPW-O-W,6,-1.0,0.0
1.5,cap,IPW-O-W,6,-0.6667,0.0
1.5,cap,IPW-O-W,6,-0.3333,0.1842
1.5,cap,IPW-O-W,6,0.0,0.5319
1.5,cap,IPW-O-W,6,0.3333,0.9922
1.5,cap,IPW-O-W,6,0.6667,0.7578
1.5,cap,IPW-O-W,6,1.0,0.9937
1.5,cap,IPW-O-W,8,-1.0,0.0
1.5,cap,IPW-O-W,8,-0.6667,0.0
1.5,cap,IPW-O-W,8,-0.3333,0.2191
1.5,cap,IPW-O-W,8,0.0,0.5728
1.5,cap,IPW-O-W,8,0.3333,0.995
1.5,cap,IPW-O-W,8,0.6667,0.6614
1.5,cap,IPW-O-W,8,1.0,1.0
1.5,cap,DoublyRobust-O-W,1,-1.0,0.0
1.5,cap,DoublyRobust-O-W,1,-0.6667,0.0
1.5,cap,DoublyRobust-O-W,1,-0.3333,0.0
1.5,cap,DoublyRobust-O-W,1,0.0,1.0
1.5,cap,DoublyRobust-O-W,1,0.3333,1.0
1.5,cap,DoublyRobust-O-W,1,0.6667,0.4671
1.5,cap,DoublyRobust-O-W,1,1.0,1.0
1.5,cap,DoublyRobust-O-W,1.5,-1.0,0.0
1.5,cap,DoublyRobust-O-W,1.5,-0.6667,0.0
1.5,cap,DoublyRobust-O-W,1.5,-0.3333,0.1591
1.5,cap,DoublyRobust-O-W,1.5,0.0,0.9623
1.5,cap,DoublyRobust-O-W,1.5,0.3333,1.0
1.5,cap,DoublyRobust-O-W,1.5,0.6667,0.8763
1.5,cap,DoublyRobust-O-W,1.5,1.0,0.4456
1.5,cap,DoublyRobust-O-W,2,-1.0,0.0
1.5,cap,DoublyRobust-O-W,2,-0.6667,0.0
1.5,cap,DoublyRobust-O-W,2,-0.3333,0.2233
1.5,cap,DoublyRobust-O-W,2,0.0,0.9614
1.5,cap,DoublyRobust-O-W,2,0.3333,0.9222
1.5,cap,DoublyRobust-O-W,2,0.6667,1.0
1.5,cap,DoublyRobust-O-W,2,1.0,0.3383
1.5,cap,DoublyRobust-O-W,2.5,-1.0,0.0
1.5,cap,DoublyRobust-O-W,2.5,-0.6667,0.0
1.5,cap,DoublyRobust-O-W,2.5,-0.3333,0.2383
1.5,cap,DoublyRobust-O-W,2.5,0.0,0.942
1.5,cap,DoublyRobust-O-W,2.5,0.3333,1.0
1.5,cap,DoublyRobust-O-W,2.5,0.6667,1.0
1.5,cap,DoublyRobust-O-W,2.5,1.0,0.2625
1.5,cap,DoublyRobust-O-W,3,-1.0,0.0
1.5,cap,DoublyRobust-O-W,3,-0.6667,0.0
1.5,cap,DoublyRobust-O-W,3,-0.3333,0.1941
1.5,cap,DoublyRobust-O-W,3,0.0,0.9335
1.5,cap,DoublyRobust-O-W,3,0.3333,1.0
1.5,cap,DoublyRobust-O-W,3,0.6667,1.0
1.5,cap,DoublyRobust-O-W,3,1.0,0.3176
1.5,cap,DoublyRobust-O-W,4,-1.0,0.0
1.5,cap,DoublyRobust-O-W,4,-0.6667,0.0
1.5,cap,DoublyRobust-O-W,4,-0.3333,0.1029
1.5,cap,DoublyRobust-O-W,4,0.0,0.8489
1.5,cap,DoublyRobust-O-W,4,0.3333,1.0
1.5,cap,DoublyRobust-O-W,4,0.6667,1.0
1.5,cap,DoublyRobust-O-W,4,1.0,0.4239
1.5,cap,DoublyRobust-O-W,5,-1.0,0.0394
1.5,cap,DoublyRobust-O-W,5,-0.6667,0.0
1.5,cap,DoublyRobust-O-W,5,-0.3333,0.1438
1.5,cap,DoublyRobust-O-W,5,0.0,0.681
1.5,cap,DoublyRobust-O-W,5,0.3333,1.0
1.5,cap,DoublyRobust-O-W,5,0.6667,1.0
1.5,cap,DoublyRobust-O-W,5,1.0,0.4927
1.5,cap,DoublyRobust-O-W,6,-1.0,0.0
1.5,cap,DoublyRobust-O-W,6,-0.6667,0.0
1.5,cap,DoublyRobust-O-W,6,-0.3333,0.2064
1.5,cap,DoublyRobust-O-W,6,0.0,0.5705
1.5,cap,DoublyRobust-O-W,6,0.3333,1.0
1.5,cap,DoublyRobust-O-W,6,0.6667,1.0
1.5,cap,DoublyRobust-O-W,6,1.0,0.6747
1.5,cap,DoublyRobust-O-W,8,-1.0,0.0
1.5,cap,DoublyRobust-O-W,8,-0.6667,0.0
1.5,cap,DoublyRobust-O-W,8,-0.3333,0.244
1.5,cap,DoublyRobust-O-W,8,0.0,0.4845
1.5,cap,DoublyRobust-O-W,8,0.3333,1.0
1.5,cap,DoublyRobust-O-W,8,0.6667,1.0
1.5,cap,DoublyRobust-O-W,8,1.0,0.7237
2.0,uncap,IPW-X-X,1,-1.0,0.0
2.0,uncap,IPW-X-X,1,-0.6667,0.0
2.0,uncap,IPW-X-X,1,-0.3333,1.0
2.0,uncap,IPW-X-X,1,0.0,1.0
2.0,uncap,IPW-X-X,1,0.3333,1.0
2.0,uncap,IPW-X-X,1,0.6667,1.0
2.0,uncap,IPW-X-X,1,1.0,0.5
2.0,uncap,IPW-X-X,1.5,-1.0,0.0
2.0,uncap,IPW-X-X,1.5,-0.6667,0.0
2.0,uncap,IPW-X-X,1.5,-0.3333,1.0
2.0,uncap,IPW-X-X,1.5,0.0,1.0
2.0,uncap,IPW-X-X,1.5,0.3333,1.0
2.0,uncap,IPW-X-X,1.5,0.6667,1.0
2.0,uncap,IPW-X-X,1.5,1.0,0.5
2.0,uncap,IPW-X-X,2,-1.0,0.0
2.0,uncap,IPW-X-X,2,-0.6667,0.0
2.0,uncap,IPW-X-X,2,-0.3333,1.0
2.0,uncap,IPW-X-X,2,0.0,1.0
2.0,uncap,IPW-X-X,2,0.3333,1.0
2.0,uncap,IPW-X-X,2,0.6667,1.0
2.0,uncap,IPW-X-X,2,1.0,0.5
2.0,uncap,IPW-X-X,2.5,-1.0,0.0
2.0,uncap,IPW-X-X,2.5,-0.6667,0.0
2.0,uncap,IPW-X-X,2.5,-0.3333,1.0
2.0,uncap,IPW-X-X,2.5,0.0,1.0
2.0,uncap,IPW-X-X,2.5,0.3333,1.0
2.0,uncap,IPW-X-X,2.5,0.6667,1.0
2.0,uncap,IPW-X-X,2.5,1.0,0.5
2.0,uncap,IPW-X-X,3,-1.0,0.0
2.0,uncap,IPW-X-X,3,-0.6667,0.0
2.0,uncap,IPW-X-X,3,-0.3333,1.0
2.0,uncap,IPW-X-X,3,0.0,1.0
2.0,uncap,IPW-X-X,3,0.3333,1.0
2.0,uncap,IPW-X-X,3,0.6667,1.0
2.0,uncap,IPW-X-X,3,1.0,0.5
2.0,uncap,IPW-X-X,4,-1.0,0.0
2.0,uncap,IPW-X-X,4,-0.6667,0.0
2.0,uncap,IPW-X-X,4,-0.3333,1.0
2.0,uncap,IPW-X-X,4,0.0,1.0
2.0,uncap,IPW-X-X,4,0.3333,1.0
2.0,uncap,IPW-X-X,4,0.6667,1.0
2.0,uncap,IPW-X-X,4,1.0,0.5
2.0,uncap,IPW-X-X,5,-1.0,0.0
2.0,uncap,IPW-X-X,5,-0.6667,0.0
2.0,uncap,IPW-X-X,5,-0.3333,1.0
2.0,uncap,IPW-X-X,5,0.0,1.0
2.0,uncap,IPW-X-X,5,0.3333,1.0
2.0,uncap,IPW-X-X,5,0.6667,1.0
2.0,uncap,IPW-X-X,5,1.0,0.5
2.0,uncap,IPW-X-X,6,-1.0,0.0
2.0,uncap,IPW-X-X,6,-0.6667,0.0
2.0,uncap,IPW-X-X,6,-0.3333,1.0
2.0,uncap,IPW-X-X,6,0.0,1.0
2.0,uncap,IPW-X-X,6,0.3333,1.0
2.0,uncap,IPW-X-X,6,0.6667,1.0
2.0,uncap,IPW-X-X,6,1.0,0.5
2.0,uncap,IPW-X-X,8,-1.0,0.0
2.0,uncap,IPW-X-X,8,-0.6667,0.0
2.0,uncap,IPW-X-X,8,-0.3333,1.0
2.0,uncap,IPW-X-X,8,0.0,1.0
2.0,uncap,IPW-X-X,8,0.3333,1.0
2.0,uncap,IPW-X-X,8,0.6667,1.0
2.0,uncap,IPW-X-X,8,1.0,0.5
2.0,uncap,DoublyRobust-X-X,1,-1.0,0.0
2.0,uncap,DoublyRobust-X-X,1,-0.6667,0.0
2.0,uncap,DoublyRobust-X-X,1,-0.3333,0.75
2.0,uncap,DoublyRobust-X-X,1,0.0,1.0
2.0,uncap,DoublyRobust-X-X,1,0.3333,1.0
2.0,uncap,DoublyRobust-X-X,1,0.6667,1.0
2.0,uncap,DoublyRobust-X-X,1,1.0,1.0
2.0,uncap,DoublyRobust-X-X,1.5,-1.0,0.0
2.0,uncap,DoublyRobust-X-X,1.5,-0.6667,0.0
2.0,uncap,DoublyRobust-X-X,1.5,-0.3333,0.75
2.0,uncap,DoublyRobust-X-X,1.5,0.0,1.0
2.0,uncap,DoublyRobust-X-X,1.5,0.3333,1.0
2.0,uncap,DoublyRobust-X-X,1.5,0.6667,1.0
2.0,uncap,DoublyRobust-X-X,1.5,1.0,1.0
2.0,uncap,DoublyRobust-X-X,2,-1.0,0.0
2.0,uncap,DoublyRobust-X-X,2,-0.6667,0.0
2.0,uncap,DoublyRobust-X-X,2,-0.3333,0.75
2.0,uncap,DoublyRobust-X-X,2,0.0,1.0
2.0,uncap,DoublyRobust-X-X,2,0.3333,1.0
2.0,uncap,DoublyRobust-X-X,2,0.6667,1.0
2.0,uncap,DoublyRobust-X-X,2,1.0,1.0
2.0,uncap,DoublyRobust-X-X,2.5,-1.0,0.0
2.0,uncap,DoublyRobust-X-X,2.5,-0.6667,0.0
2.0,uncap,DoublyRobust-X-X,2.5,-0.3333,0.75
2.0,uncap,DoublyRobust-X-X,2.5,0.0,1.0
2.0,uncap,DoublyRobust-X-X,2.5,0.3333,1.0
2.0,uncap,DoublyRobust-X-X,2.5,0.6667,1.0
2.0,uncap,DoublyRobust-X-X,2.5,1.0,1.0
2.0,uncap,DoublyRobust-X-X,3,-1.0,0.0
2.0,uncap,DoublyRobust-X-X,3,-0.6667,0.0
2.0,uncap,DoublyRobust-X-X,3,-0.3333,0.75
2.0,uncap,DoublyRobust-X-X,3,0.0,1.0
2.0,uncap,DoublyRobust-X-X,3,0.3333,1.0
2.0,uncap,DoublyRobust-X-X,3,0.6667,1.0
2.0,uncap,DoublyRobust-X-X,3,1.0,1.0
2.0,uncap,DoublyRobust-X-X,4,-1.0,0.0
2.0,uncap,DoublyRobust-X-X,4,-0.6667,0.0
2.0,uncap,DoublyRobust-X-X,4,-0.3333,0.75
2.0,uncap,DoublyRobust-X-X,4,0.0,1.0
2.0,uncap,DoublyRobust-X-X,4,0.3333,1.0
2.0,uncap,DoublyRobust-X-X,4,0.6667,1.0
2.0,uncap,DoublyRobust-X-X,4,1.0,1.0
2.0,uncap,DoublyRobust-X-X,5,-1.0,0.0
2.0,uncap,DoublyRobust-X-X,5,-0.6667,0.0
2.0,uncap,DoublyRobust-X-X,5,-0.3333,0.75
2.0,uncap,DoublyRobust-X-X,5,0.0,1.0
2.0,uncap,DoublyRobust-X-X,5,0.3333,1.0
2.0,uncap,DoublyRobust-X-X,5,0.6667,1.0
2.0,uncap,DoublyRobust-X-X,5,1.0,1.0
2.0,uncap,DoublyRobust-X-X,6,-1.0,0.0
2.0,uncap,DoublyRobust-X-X,6,-0.6667,0.0
2.0,uncap,DoublyRobust-X-X,6,-0.3333,0.75
2.0,uncap,DoublyRobust-X-X,6,0.0,1.0
2.0,uncap,DoublyRobust-X-X,6,0.3333,1.0
2.0,uncap,DoublyRobust-X-X,6,0.6667,1.0
2.0,uncap,DoublyRobust-X-X,6,1.0,1.0
2.0,uncap,DoublyRobust-X-X,8,-1.0,0.0
2.0,uncap,DoublyRobust-X-X,8,-0.6667,0.0
2.0,uncap,DoublyRobust-X-X,8,-0.3333,0.75
2.0,uncap,DoublyRobust-X-X,8,0.0,1.0
2.0,uncap,DoublyRobust-X-X,8,0.3333,1.0
2.0,uncap,DoublyRobust-X-X,8,0.6667,1.0
2.0,uncap,DoublyRobust-X-X,8,1.0,1.0
2.0,uncap,Direct-X-X,1,-1.0,0.0
2.0,uncap,Direct-X-X,1,-0.6667,0.0
2.0,uncap,Direct-X-X,1,-0.3333,0.5
2.0,uncap,Direct-X-X,1,0.0,1.0
2.0,uncap,Direct-X-X,1,0.3333,1.0
2.0,uncap,Direct-X-X,1,0.6667,0.0
2.0,uncap,Direct-X-X,1,1.0,0.0
2.0,uncap,Direct-X-X,1.5,-1.0,0.0
2.0,uncap,Direct-X-X,1.5,-0.6667,0.0
2.0,uncap,Direct-X-X,1.5,-0.3333,0.5
2.0,uncap,Direct-X-X,1.5,0.0,1.0
2.0,uncap,Direct-X-X,1.5,0.3333,1.0
2.0,uncap,Direct-X-X,1.5,0.6667,0.0
2.0,uncap,Direct-X-X,1.5,1.0,0.0
2.0,uncap,Direct-X-X,2,-1.0,0.0
2.0,uncap,Direct-X-X,2,-0.6667,0.0
2.0,uncap,Direct-X-X,2,-0.3333,0.5
2.0,uncap,Direct-X-X,2,0.0,1.0
2.0,uncap,Direct-X-X,2,0.3333,1.0
2.0,uncap,Direct-X-X,2,0.6667,0.0
2.0,uncap,Direct-X-X,2,1.0,0.0
2.0,uncap,Direct-X-X,2.5,-1.0,0.0
2.0,uncap,Direct-X-X,2.5,-0.6667,0.0
2.0,uncap,Direct-X-X,2.5,-0.3333,0.5
2.0,uncap,Direct-X-X,2.5,0.0,1.0
2.0,uncap,Direct-X-X,2.5,0.3333,1.0
2.0,uncap,Direct-X-X,2.5,0.6667,0.0
2.0,uncap,Direct-X-X,2.5,1.0,0.0
2.0,uncap,Direct-X-X,3,-1.0,0.0
2.0,uncap,Direct-X-X,3,-0.6667,0.0
2.0,uncap,Direct-X-X,3,-0.3333,0.5
2.0,uncap,Direct-X-X,3,0.0,1.0
2.0,uncap,Direct-X-X,3,0.3333,1.0
2.0,uncap,Direct-X-X,3,0.6667,0.0
2.0,uncap,Direct-X-X,3,1.0,0.0
2.0,uncap,Direct-X-X,4,-1.0,0.0
2.0,uncap,Direct-X-X,4,-0.6667,0.0
2.0,uncap,Direct-X-X,4,-0.3333,0.5
2.0,uncap,Direct-X-X,4,0.0,1.0
2.0,uncap,Direct-X-X,4,0.3333,1.0
2.0,uncap,Direct-X-X,4,0.6667,0.0
2.0,uncap,Direct-X-X,4,1.0,0.0
2.0,uncap,Direct-X-X,5,-1.0,0.0
2.0,uncap,Direct-X-X,5,-0.6667,0.0
2.0,uncap,Direct-X-X,5,-0.3333,0.5
2.0,uncap,Direct-X-X,5,0.0,1.0
2.0,uncap,Direct-X-X,5,0.3333,1.0
2.0,uncap,Direct-X-X,5,0.6667,0.0
2.0,uncap,Direct-X-X,5,1.0,0.0
2.0,uncap,Direct-X-X,6,-1.0,0.0
2.0,uncap,Direct-X-X,6,-0.6667,0.0
2.0,uncap,Direct-X-X,6,-0.3333,0.5
2.0,uncap,Direct-X-X,6,0.0,1.0
2.0,uncap,Direct-X-X,6,0.3333,1.0
2.0,uncap,Direct-X-X,6,0.6667,0.0
2.0,uncap,Direct-X-X,6,1.0,0.0
2.0,uncap,Direct-X-X,8,-1.0,0.0
2.0,uncap,Direct-X-X,8,-0.6667,0.0
2.0,uncap,Direct-X-X,8,-0.3333,0.5
2.0,uncap,Direct-X-X,8,0.0,1.0
2.0,uncap,Direct-X-X,8,0.3333,1.0
2.0,uncap,Direct-X-X,8,0.6667,0.0
2.0,uncap,Direct-X-X,8,1.0,0.0
2.0,uncap,IPW-O-X,1,-1.0,0.0
2.0,uncap,IPW-O-X,1,-0.6667,0.0
2.0,uncap,IPW-O-X,1,-0.3333,1.0
2.0,uncap,IPW-O-X,1,0.0,1.0
2.0,uncap,IPW-O-X,1,0.3333,1.0
2.0,uncap,IPW-O-X,1,0.6667,1.0
2.0,uncap,IPW-O-X,1,1.0,0.5
2.0,uncap,IPW-O-X,1.5,-1.0,0.0
2.0,uncap,IPW-O-X,1.5,-0.6667,0.5
2.0,uncap,IPW-O-X,1.5,-0.3333,0.7504
2.0,uncap,IPW-O-X,1.5,0.0,1.0
2.0,uncap,IPW-O-X,1.5,0.3333,1.0
2.0,uncap,IPW-O-X,1.5,0.6667,1.0
2.0,uncap,IPW-O-X,1.5,1.0,0.8585
2.0,uncap,IPW-O-X,2,-1.0,0.0
2.0,uncap,IPW-O-X,2,-0.6667,0.0
2.0,uncap,IPW-O-X,2,-0.3333,0.103
2.0,uncap,IPW-O-X,2,0.0,1.0
2.0,uncap,IPW-O-X,2,0.3333,1.0
2.0,uncap,IPW-O-X,2,0.6667,0.5489
2.0,uncap,IPW-O-X,2,1.0,0.0487
2.0,uncap,IPW-O-X,2.5,-1.0,0.0
2.0,uncap,IPW-O-X,2.5,-0.6667,0.0
2.0,uncap,IPW-O-X,2.5,-0.3333,0.0447
2.0,uncap,IPW-O-X,2.5,0.0,0.7569
2.0,uncap,IPW-O-X,2.5,0.3333,1.0
2.0,uncap,IPW-O-X,2.5,0.6667,0.5
2.0,uncap,IPW-O-X,2.5,1.0,0.0
2.0,uncap,IPW-O-X,3,-1.0,0.0
2.0,uncap,IPW-O-X,3,-0.6667,0.0
2.0,uncap,IPW-O-X,3,-0.3333,0.0224
2.0,uncap,IPW-O-X,3,0.0,0.5167
2.0,uncap,IPW-O-X,3,0.3333,1.0
2.0,uncap,IPW-O-X,3,0.6667,0.5
2.0,uncap,IPW-O-X,3,1.0,0.0
2.0,uncap,IPW-O-X,4,-1.0,0.0
2.0,uncap,IPW-O-X,4,-0.6667,0.0
2.0,uncap,IPW-O-X,4,-0.3333,0.0039
2.0,uncap,IPW-O-X,4,0.0,0.2621
2.0,uncap,IPW-O-X,4,0.3333,1.0
2.0,uncap,IPW-O-X,4,0.6667,0.5
2.0,uncap,IPW-O-X,4,1.0,0.0
2.0,uncap,IPW-O-X,5,-1.0,0.0
2.0,uncap,IPW-O-X,5,-0.6667,0.0
2.0,uncap,IPW-O-X,5,-0.3333,0.0
2.0,uncap,IPW-O-X,5,0.0,0.0141
2.0,uncap,IPW-O-X,5,0.3333,1.0
2.0,uncap,IPW-O-X,5,0.6667,0.25
2.0,uncap,IPW-O-X,5,1.0,0.0
2.0,uncap,IPW-O-X,6,-1.0,0.0
2.0,uncap,IPW-O-X,6,-0.6667,0.0
2.0,uncap,IPW-O-X,6,-0.3333,0.0
2.0,uncap,IPW-O-X,6,0.0,0.0077
2.0,uncap,IPW-O-X,6,0.3333,1.0
2.0,uncap,IPW-O-X,6,0.6667,0.25
2.0,uncap,IPW-O-X,6,1.0,0.0
2.0,uncap,IPW-O-X,8,-1.0,0.0
2.0,uncap,IPW-O-X,8,-0.6667,0.0
2.0,uncap,IPW-O-X,8,-0.3333,0.0
2.0,uncap,IPW-O-X,8,0.0,0.0
2.0,uncap,IPW-O-X,8,0.3333,1.0
2.0,uncap,IPW-O-X,8,0.6667,0.25
2.0,uncap,IPW-O-X,8,1.0,0.0
2.0,uncap,DoublyRobust-O-X,1,-1.0,0.0
2.0,uncap,DoublyRobust-O-X,1,-0.6667,0.0
2.0,uncap,DoublyRobust-O-X,1,-0.3333,0.75
2.0,uncap,DoublyRobust-O-X,1,0.0,1.0
2.0,uncap,DoublyRobust-O-X,1,0.3333,1.0
2.0,uncap,DoublyRobust-O-X,1,0.6667,1.0
2.0,uncap,DoublyRobust-O-X,1,1.0,1.0
2.0,uncap,DoublyRobust-O-X,1.5,-1.0,0.0
2.0,uncap,DoublyRobust-O-X,1.5,-0.6667,0.0
2.0,uncap,DoublyRobust-O-X,1.5,-0.3333,0.7605
2.0,uncap,DoublyRobust-O-X,1.5,0.0,1.0
2.0,uncap,DoublyRobust-O-X,1.5,0.3333,1.0
2.0,uncap,DoublyRobust-O-X,1.5,0.6667,1.0
2.0,uncap,DoublyRobust-O-X,1.5,1.0,1.0
2.0,uncap,DoublyRobust-O-X,2,-1.0,0.0
2.0,uncap,DoublyRobust-O-X,2,-0.6667,0.0
2.0,uncap,DoublyRobust-O-X,2,-0.3333,0.7952
2.0,uncap,DoublyRobust-O-X,2,0.0,1.0
2.0,uncap,DoublyRobust-O-X,2,0.3333,1.0
2.0,uncap,DoublyRobust-O-X,2,0.6667,1.0
2.0,uncap,DoublyRobust-O-X,2,1.0,1.0
2.0,uncap,DoublyRobust-O-X,2.5,-1.0,0.0
2.0,uncap,DoublyRobust-O-X,2.5,-0.6667,0.0
2.0,uncap,DoublyRobust-O-X,2.5,-0.3333,0.8788
2.0,uncap,DoublyRobust-O-X,2.5,0.0,0.9956
2.0,uncap,DoublyRobust-O-X,2.5,0.3333,1.0
2.0,uncap,DoublyRobust-O-X,2.5,0.6667,1.0
2.0,uncap,DoublyRobust-O-X,2.5,1.0,0.9352
2.0,uncap,DoublyRobust-O-X,3,-1.0,0.0
2.0,uncap,DoublyRobust-O-X,3,-0.6667,0.0
2.0,uncap,DoublyRobust-O-X,3,-0.3333,0.8704
2.0,uncap,DoublyRobust-O-X,3,0.0,0.974
2.0,uncap,DoublyRobust-O-X,3,0.3333,1.0
2.0,uncap,DoublyRobust-O-X,3,0.6667,1.0
2.0,uncap,DoublyRobust-O-X,3,1.0,0.9317
2.0,uncap,DoublyRobust-O-X,4,-1.0,0.0
2.0,uncap,DoublyRobust-O-X,4,-0.6667,0.0
2.0,uncap,DoublyRobust-O-X,4,-0.3333,0.8473
2.0,uncap,DoublyRobust-O-X,4,0.0,0.9472
2.0,uncap,DoublyRobust-O-X,4,0.3333,1.0
2.0,uncap,DoublyRobust-O-X,4,0.6667,1.0
2.0,uncap,DoublyRobust-O-X,4,1.0,0.9816
2.0,uncap,DoublyRobust-O-X,5,-1.0,0.0
2.0,uncap,DoublyRobust-O-X,5,-0.6667,0.0
2.0,uncap,DoublyRobust-O-X,5,-0.3333,0.8249
2.0,uncap,DoublyRobust-O-X,5,0.0,0.9069
2.0,uncap,DoublyRobust-O-X,5,0.3333,1.0
2.0,uncap,DoublyRobust-O-X,5,0.6667,1.0
2.0,uncap,DoublyRobust-O-X,5,1.0,0.9948
2.0,uncap,DoublyRobust-O-X,6,-1.0,0.25
2.0,uncap,DoublyRobust-O-X,6,-0.6667,0.0
2.0,uncap,DoublyRobust-O-X,6,-0.3333,0.7881
2.0,uncap,DoublyRobust-O-X,6,0.0,0.8842
2.0,uncap,DoublyRobust-O-X,6,0.3333,1.0
2.0,uncap,DoublyRobust-O-X,6,0.6667,1.0
2.0,uncap,DoublyRobust-O-X,6,1.0,0.9913
2.0,uncap,DoublyRobust-O-X,8,-1.0,0.25
2.0,uncap,DoublyRobust-O-X,8,-0.6667,0.0
2.0,uncap,DoublyRobust-O-X,8,-0.3333,0.7636
2.0,uncap,DoublyRobust-O-X,8,0.0,0.8624
2.0,uncap,DoublyRobust-O-X,8,0.3333,1.0
2.0,uncap,DoublyRobust-O-X,8,0.6667,1.0
2.0,uncap,DoublyRobust-O-X,8,1.0,0.9961
2.0,uncap,Hajek-O-X,1,-1.0,0.0
2.0,uncap,Hajek-O-X,1,-0.6667,0.0
2.0,uncap,Hajek-O-X,1,-0.3333,1.0
2.0,uncap,Hajek-O-X,1,0.0,1.0
2.0,uncap,Hajek-O-X,1,0.3333,1.0
2.0,uncap,Hajek-O-X,1,0.6667,1.0
2.0,uncap,Hajek-O-X,1,1.0,0.5
2.0,uncap,Hajek-O-X,1.5,-1.0,0.0
2.0,uncap,Hajek-O-X,1.5,-0.6667,0.0
2.0,uncap,Hajek-O-X,1.5,-0.3333,0.4765
2.0,uncap,Hajek-O-X,1.5,0.0,1.0
2.0,uncap,Hajek-O-X,1.5,0.3333,1.0
2.0,uncap,Hajek-O-X,1.5,0.6667,0.169
2.0,uncap,Hajek-O-X,1.5,1.0,0.1391
2.0,uncap,Hajek-O-X,2,-1.0,0.0
2.0,uncap,Hajek-O-X,2,-0.6667,0.0
2.0,uncap,Hajek-O-X,2,-0.3333,0.2407
2.0,uncap,Hajek-O-X,2,0.0,0.5059
2.0,uncap,Hajek-O-X,2,0.3333,0.2597
2.0,uncap,Hajek-O-X,2,0.6667,0.0143
2.0,uncap,Hajek-O-X,2,1.0,0.0131
2.0,uncap,Hajek-O-X,2.5,-1.0,0.0
2.0,uncap,Hajek-O-X,2.5,-0.6667,0.0
2.0,uncap,Hajek-O-X,2.5,-0.3333,0.0
2.0,uncap,Hajek-O-X,2.5,0.0,0.0
2.0,uncap,Hajek-O-X,2.5,0.3333,0.0
2.0,uncap,Hajek-O-X,2.5,0.6667,0.0
2.0,uncap,Hajek-O-X,2.5,1.0,0.0
2.0,uncap,Hajek-O-X,3,-1.0,0.0
2.0,uncap,Hajek-O-X,3,-0.6667,0.0
2.0,uncap,Hajek-O-X,3,-0.3333,0.0
2.0,uncap,Hajek-O-X,3,0.0,0.0
2.0,uncap,Hajek-O-X,3,0.3333,0.0
2.0,uncap,Hajek-O-X,3,0.6667,0.0
2.0,uncap,Hajek-O-X,3,1.0,0.0
2.0,uncap,Hajek-O-X,4,-1.0,0.0
2.0,uncap,Hajek-O-X,4,-0.6667,0.0
2.0,uncap,Hajek-O-X,4,-0.3333,0.0
2.0,uncap,Hajek-O-X,4,0.0,0.0
2.0,uncap,Hajek-O-X,4,0.3333,0.0
2.0,uncap,Hajek-O-X,4,0.6667,0.0
2.0,uncap,Hajek-O-X,4,1.0,0.0
2.0,uncap,Hajek-O-X,5,-1.0,0.0
2.0,uncap,Hajek-O-X,5,-0.6667,0.0
2.0,uncap,Hajek-O-X,5,-0.3333,0.0
2.0,uncap,Hajek-O-X,5,0.0,0.0
2.0,uncap,Hajek-O-X,5,0.3333,0.0
2.0,uncap,Hajek-O-X,5,0.6667,0.0
2.0,uncap,Hajek-O-X,5,1.0,0.0
2.0,uncap,Hajek-O-X,6,-1.0,0.0
2.0,uncap,Hajek-O-X,6,-0.6667,0.0
2.0,uncap,Hajek-O-X,6,-0.3333,0.0
2.0,uncap,Hajek-O-X,6,0.0,0.0
2.0,uncap,Hajek-O-X,6,0.3333,0.0
2.0,uncap,Hajek-O-X,6,0.6667,0.0
2.0,uncap,Hajek-O-X,6,1.0,0.0
2.0,uncap,Hajek-O-X,8,-1.0,0.0
2.0,uncap,Hajek-O-X,8,-0.6667,0.0
2.0,uncap,Hajek-O-X,8,-0.3333,0.0
2.0,uncap,Hajek-O-X,8,0.0,0.0
2.0,uncap,Hajek-O-X,8,0.3333,0.0
2.0,uncap,Hajek-O-X,8,0.6667,0.0
2.0,uncap,Hajek-O-X,8,1.0,0.0
2.0,uncap,IPW-O-W,1,-1.0,0.0
2.0,uncap,IPW-O-W,1,-0.6667,0.0
2.0,uncap,IPW-O-W,1,-0.3333,1.0
2.0,uncap,IPW-O-W,1,0.0,1.0
2.0,uncap,IPW-O-W,1,0.3333,1.0
2.0,uncap,IPW-O-W,1,0.6667,1.0
2.0,uncap,IPW-O-W,1,1.0,0.5
2.0,uncap,IPW-O-W,1.5,-1.0,0.0
2.0,uncap,IPW-O-W,1.5,-0.6667,0.307
2.0,uncap,IPW-O-W,1.5,-0.3333,0.6883
2.0,uncap,IPW-O-W,1.5,0.0,1.0
2.0,uncap,IPW-O-W,1.5,0.3333,1.0
2.0,uncap,IPW-O-W,1.5,0.6667,1.0
2.0,uncap,IPW-O-W,1.5,1.0,1.0
2.0,uncap,IPW-O-W,2,-1.0,0.0
2.0,uncap,IPW-O-W,2,-0.6667,0.0
2.0,uncap,IPW-O-W,2,-0.3333,0.377
2.0,uncap,IPW-O-W,2,0.0,1.0
2.0,uncap,IPW-O-W,2,0.3333,1.0
2.0,uncap,IPW-O-W,2,0.6667,0.9331
2.0,uncap,IPW-O-W,2,1.0,1.0
2.0,uncap,IPW-O-W,2.5,-1.0,0.0
