dataset,N_train,seeds,c_eps,regime,method,Gamma,mean_EY,sd_EY
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-X,3.0,0.646,0.0523
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-X,4.0,0.6142,0.0571
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-X,5.0,0.6009,0.0723
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-X,6.0,0.5775,0.0762
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-X,8.0,0.5556,0.0674
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,Hajek-O-X,1.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,Hajek-O-X,1.5,0.2099,0.2764
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,Hajek-O-X,2.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,Hajek-O-X,2.5,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,Hajek-O-X,3.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,Hajek-O-X,4.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,Hajek-O-X,5.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,Hajek-O-X,6.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,Hajek-O-X,8.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,IPW-O-W,1.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,IPW-O-W,1.5,0.7603,0.3562
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,IPW-O-W,2.0,1.0175,0.0295
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,IPW-O-W,2.5,1.0205,0.031
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,IPW-O-W,3.0,1.0205,0.031
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,IPW-O-W,4.0,1.0139,0.0348
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,IPW-O-W,5.0,1.016,0.0332
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,IPW-O-W,6.0,1.016,0.0332
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,IPW-O-W,8.0,1.0144,0.0358
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-W,1.0,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-W,1.5,1.0191,0.0295
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-W,2.0,1.0149,0.035
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-W,2.5,0.975,0.1076
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-W,3.0,0.9585,0.1498
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-W,4.0,0.9373,0.1709
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-W,5.0,0.9332,0.1779
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-W,6.0,0.928,0.1805
"X4(-1,-0.5,0.5,1)",300,8,1.5,cap,DoublyRobust-O-W,8.0,0.9099,0.177
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-X-X,1.0,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-X-X,1.5,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-X-X,2.0,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-X-X,2.5,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-X-X,3.0,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-X-X,4.0,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-X-X,5.0,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-X-X,6.0,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-X-X,8.0,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-X-X,1.0,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-X-X,1.5,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-X-X,2.0,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-X-X,2.5,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-X-X,3.0,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-X-X,4.0,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-X-X,5.0,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-X-X,6.0,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-X-X,8.0,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Direct-X-X,1.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Direct-X-X,1.5,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Direct-X-X,2.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Direct-X-X,2.5,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Direct-X-X,3.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Direct-X-X,4.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Direct-X-X,5.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Direct-X-X,6.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Direct-X-X,8.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-X,1.0,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-X,1.5,0.7573,0.2445
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-X,2.0,0.716,0.2984
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-X,2.5,0.446,0.244
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-X,3.0,0.3799,0.1436
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-X,4.0,0.3256,0.188
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-X,5.0,0.2171,0.2171
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-X,6.0,0.2171,0.2171
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-X,8.0,0.2171,0.2171
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-X,1.0,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-X,1.5,0.7726,0.1592
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-X,2.0,0.7079,0.1094
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-X,2.5,0.693,0.0916
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-X,3.0,0.7025,0.0838
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-X,4.0,0.7291,0.0722
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-X,5.0,0.7008,0.1187
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-X,6.0,0.6953,0.1078
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-X,8.0,0.703,0.1068
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Hajek-O-X,1.0,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Hajek-O-X,1.5,0.2099,0.2764
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Hajek-O-X,2.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Hajek-O-X,2.5,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Hajek-O-X,3.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Hajek-O-X,4.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Hajek-O-X,5.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Hajek-O-X,6.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,Hajek-O-X,8.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-W,1.0,0.3668,0.2904
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-W,1.5,0.7746,0.2385
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-W,2.0,0.9471,0.1998
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-W,2.5,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-W,3.0,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-W,4.0,1.048,0.0293
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-W,5.0,1.048,0.0293
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-W,6.0,1.0463,0.0338
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,IPW-O-W,8.0,1.032,0.0718
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-W,1.0,1.0591,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-W,1.5,0.8391,0.1822
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-W,2.0,0.8876,0.1385
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-W,2.5,0.8656,0.1178
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-W,3.0,0.8799,0.1291
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-W,4.0,0.7795,0.171
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-W,5.0,0.759,0.1961
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-W,6.0,0.7605,0.196
"X4(-1,-0.5,0.5,1)",300,8,2.0,uncap,DoublyRobust-O-W,8.0,0.7086,0.1619
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-X-X,1.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-X-X,1.5,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-X-X,2.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-X-X,2.5,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-X-X,3.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-X-X,4.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-X-X,5.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-X-X,6.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-X-X,8.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-X-X,1.0,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-X-X,1.5,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-X-X,2.0,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-X-X,2.5,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-X-X,3.0,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-X-X,4.0,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-X-X,5.0,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-X-X,6.0,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-X-X,8.0,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Direct-X-X,1.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Direct-X-X,1.5,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Direct-X-X,2.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Direct-X-X,2.5,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Direct-X-X,3.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Direct-X-X,4.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Direct-X-X,5.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Direct-X-X,6.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Direct-X-X,8.0,0.1628,0.2102
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-X,1.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-X,1.5,0.6601,0.4088
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-X,2.0,0.7032,0.2863
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-X,2.5,0.4458,0.2435
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-X,3.0,0.3799,0.1436
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-X,4.0,0.3256,0.188
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-X,5.0,0.2171,0.2171
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-X,6.0,0.2171,0.2171
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-X,8.0,0.2171,0.2171
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-X,1.0,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-X,1.5,1.0101,0.0332
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-X,2.0,0.832,0.1339
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-X,2.5,0.7165,0.1269
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-X,3.0,0.646,0.0523
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-X,4.0,0.6142,0.0571
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-X,5.0,0.6009,0.0723
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-X,6.0,0.5775,0.0762
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-X,8.0,0.5556,0.0674
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Hajek-O-X,1.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Hajek-O-X,1.5,0.2099,0.2764
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Hajek-O-X,2.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Hajek-O-X,2.5,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Hajek-O-X,3.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Hajek-O-X,4.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Hajek-O-X,5.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Hajek-O-X,6.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,Hajek-O-X,8.0,0.0,0.0
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-W,1.0,0.4469,0.4536
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-W,1.5,0.6672,0.4141
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-W,2.0,0.9398,0.1933
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-W,2.5,1.0205,0.031
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-W,3.0,1.0205,0.031
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-W,4.0,1.0137,0.035
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-W,5.0,1.0137,0.035
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-W,6.0,1.012,0.0373
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,IPW-O-W,8.0,0.9977,0.0664
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-W,1.0,1.0163,0.0365
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-W,1.5,1.0115,0.0317
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-W,2.0,0.999,0.0426
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-W,2.5,0.9557,0.1206
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-W,3.0,0.949,0.133
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-W,4.0,0.8825,0.1744
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-W,5.0,0.7952,0.238
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-W,6.0,0.7299,0.2333
"X4(-1,-0.5,0.5,1)",300,8,2.0,cap,DoublyRobust-O-W,8.0,0.7318,0.2286
